"SMILES","ALDH1_inhibition"
"O=C(CCS(=O)(=O)c1cccc2nsnc12)N1CCN(C(=O)c2ccco2)CC1","1"
"CCOC(=O)Cn1c(=O)n(Cc2ccco2)c(=O)c2ccc(C(=O)NCCc3ccccc3)cc21","1"
"CSC1=[NH+]CCN1C(=O)c1ccc2c(c1)OCO2","1"
"Cc1c(C(=O)N2CC[NH+](Cc3ccccc3)CC2)sc2ncnc(N3CCOCC3)c12","1"
"CCCCCn1c(C[NH+]2CCN(c3cc(Cl)ccc3C)CC2)nc2c1c(=O)[nH]c(=O)n2C","1"
"O=C(Nc1nccs1)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1","1"
"CN(C(=O)c1ccccn1)C(C(=O)Nc1ccc2c(c1)OCCO2)c1ccccc1","1"
"CSc1ccc(C(=O)C(C)(C)[NH+]2CCOCC2)cc1","1"
"CCCn1c2ccccc2c2nnc(SCC(=O)Nc3ncccn3)nc21","1"
"CC1(C)CC(=O)C2=C(C1)OC(c1cccs1)C(C#N)=C2[NH3+]","1"
"COc1ccc(Nc2cc(=O)n(C3CCCCC3)c(=O)[nH]2)c(OC)c1","1"
"O=C(CCNS(=O)(=O)c1cccc2nonc12)N1CCN(c2cccc(Cl)c2)CC1","1"
"O=C(C[NH+]1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1)Nc1ccc2c(c1)OCCO2","1"
"COc1ccc(Br)cc1CNC(=O)C1CCN(S(=O)(=O)N2CCCCC2)CC1","1"
"CC(=O)Nc1ccc(NC(=O)Cn2cnc3c(cnn3C(C)(C)C)c2=O)cc1","1"
"CCOc1ccc(NC(=O)N(CC[NH+]2CCOCC2)Cc2ccc3c(c2)CCCN3CC)cc1","1"
"COc1ccc(S(=O)(=O)N2CCC[NH+](CC(=O)Nc3ccc(OC)c(Cl)c3)CC2)cc1","1"
"CCCN1C(=O)C(O)(C2CC(=O)CC(C)(C)O2)c2ccccc21","1"
"N#CC1=C(SCC(=O)NC23CC4CC(CC(C4)C2)C3)NC(=O)C(C#N)C12CCCCC2","1"
"O=C(CCNc1cc(Cl)cc(Cl)c1)c1ccco1","1"
"CC(C)(C)c1cc(C[NH+](CCO)CCO)cc(C(C)(C)C)c1O","1"
"O=C1CC(Sc2nnc(-c3ccccc3)o2)C(=O)N1c1ccccc1","1"
"COc1ccc(N/C=C2/CCCCC2=O)cc1","1"
"CC(C)(C)c1ccc(S(=O)(=O)NCC(=O)N2CCN(C(=O)c3ccco3)CC2)cc1","1"
"CC1=C(C(=O)Nc2ccccc2)C(c2cccs2)n2nnnc2N1","1"
"CCOc1cc(C2C(C#N)=C([NH3+])SC([NH3+])=C2C#N)ccc1OCC[NH+]1CCOCC1","1"
"CS(=O)(=O)N(CC(=O)NCCSCc1c(F)cccc1Cl)c1ccc2c(c1)OCO2","1"
"CSc1ccccc1NS(=O)(=O)c1ccccc1","1"
"COC(=O)c1ccsc1NC(=O)CSc1nnnn1-c1ccccc1SC","1"
"COc1ccc(-n2nnnc2S(=O)(=O)Cc2ccc(C(=O)[O-])cc2)cc1","1"
"O=C(CC1(O)C(=O)N(Cc2ccccc2Cl)c2ccccc21)c1ccco1","1"
"CCOc1ccc(NC(=O)C2CC(=O)N3CCC[NH+]=C3S2)cc1","1"
"O=C1C2C(C(=O)N1Cc1ccco1)C1C=CC2C12CC2","1"
"CCCCN1C(=O)C(NC(C)=O)c2ccccc21","1"
"O=C(CCCN1C(=O)CSc2ncccc21)N1CC[NH+](Cc2ccccc2)CC1","1"
"COc1ccc(-n2nnnc2S(=O)(=O)CC(=O)N2CCCCC2)cc1","1"
"COc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)Nc2ccc3c(c2)OCO3)cc1","1"
"Cc1c(C(=O)OCC2CCCO2)[nH]c2c1C(=O)CC(c1ccc(N(C)C)cc1)C2","1"
"CC(=O)NC(CC(C)C)C(=O)NC(=O)NCc1ccccc1","1"
"COC(=O)c1coc(-c2ccc(C)cc2)c1C(=O)OC","1"
"O=C(Nc1cccc(OC(F)(F)F)c1)c1ccc(Br)o1","1"
"O=C(NCc1ccco1)c1cnccn1","1"
"CCOC(=O)CC(C(=O)OCC)P(=O)(c1ccccc1)c1ccccc1","1"
"CC(=O)Oc1ccc(N2C(=O)C3C(C2=O)C2(C)C=CC3(C)O2)cc1","1"
"O=C(Nc1ccc(O)cc1)c1cc(S(=O)(=O)N2CCCC2)ccc1Cl","1"
"O=C([O-])C1CC=CCC1C(=O)Nc1cccc(Cl)c1","1"
"COc1ccc2c(c1OC)C(=O)N(c1cccc(C)c1)C2=O","1"
"Cc1cc2n(n1)SC(Nc1ccc(F)cc1)N2","1"
"CC(C)OC(=O)C[C@]12CN3C[NH+](C1)C[C@@](CC(=O)OC(C)C)(C3)C2=O","1"
"COc1ccc(Cn2nnnc2C(c2cc3ccc(OC)cc3nc2O)[NH+]2CCC(C)CC2)cc1","1"
"COc1ccccc1CN(CC(=O)NCc1ccc2c(c1)OCO2)C(=O)c1ccc2c(c1)OCCO2","1"
"Cc1ccc(CN(C(=O)c2csnn2)C(C(=O)NC2CCCC2)c2ccc(C)o2)cc1","1"
"COc1cc(S(=O)(=O)N2CCCCC2)ccc1NC(=O)c1ccccc1Cl","1"
"COc1ccc(NC(=O)C2CCN(c3nnnn3-c3ccccc3)CC2)cc1","1"
"C=CCn1c(=S)[nH]c2sc3c(c2c1=O)CCC3","1"
"CCOc1ccccc1C(C(=O)NC1CCCC1)N(Cc1ccco1)C(=O)CNC(=O)c1ccco1","1"
"O=C1c2sc3nc4n(c(=O)c3c2CCC1Br)CCCCC4","1"
"COc1ccccc1NN=C1C(=O)CC(C)(C)CC1=O","1"
"NC(=S)NNc1cccc(Cl)c1","1"
"CC1=CC(C)C2C(=O)N(O)C(=O)C2C1","1"
"CCCCN1C(=O)/C(=c2\sc3nc(=O)c(-c4ccccc4)nn3c2=O)c2ccccc21","1"
"COc1cc(NC(=O)c2cc(C(C)C)on2)c(OC)cc1Cl","1"
"COCCNC(=O)c1ccc2c(=O)n(Cc3ccco3)c(SCC(=O)NC3CCCC3)nc2c1","1"
"CCC(Sc1nc2cc(OC)c(OC)cc2c(=O)n1Cc1ccco1)C(=O)NCCOC","1"
"COc1ccc(C(=O)n2nc(C)c(Br)c2C)cc1","1"
"COc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1C","1"
"Oc1c(/C=N/c2cccc3nsnc23)ccc2ccccc12","1"
"C=CCN1C(=O)CSc2ccc(C(=O)NCCC3=CCCCC3)cc21","1"
"CCN1C(=O)CSc2ccc(C(=O)NCc3ccccc3OC)cc21","1"
"O=C(CC1Sc2ncnn2C1=O)Nc1ccccc1","1"
"CSc1nc(C)cc(SC(C(C)=O)C(=O)Nc2ccccc2)n1","1"
"CCCn1c(/N=C/c2ccc3c(c2)OCO3)nc2ccccc21","1"
"O=c1c2cc([N+](=O)[O-])ccc2nc(C[NH+]2CCOCC2)n1-c1ccccc1F","1"
"COC(=O)c1ccccc1NC1=C/C(=N\S(=O)(=O)c2cccs2)c2ccccc2C1=O","1"
"Cc1ccc(S(=O)(=O)NCCCCCC(=O)Nc2ccccn2)cc1","1"
"O=C1C2C3C=CC(C3=C(c3ccccc3)c3ccccc3)C2C(=O)N1Cc1ccccc1","1"
"COc1cc(OC)c(-n2c(C)cc(C=O)c2C)cc1Cl","1"
"CCN1C(=O)c2cccc3c(NC(=O)c4ccc(OC)c(OC)c4)ccc1c23","1"
"Cc1ccc(C(=O)NNC(=S)Nc2cccc(Cl)c2Cl)cc1[N+](=O)[O-]","1"
"CCCCCCC(=O)Nc1cc2c(C)cc(=O)oc2cc1C","1"
"N#Cc1c(SCC(=O)[O-])nc(-c2ccccc2)c2c1CCCC2","1"
"CC(C)CC1CC(=O)OC1(C)C(=O)CSc1nc2ccccc2s1","1"
"CC1(C)CC(=O)C2=C(C1)OC([NH3+])=C(C#N)C21C(=O)N(Cc2ccccc2Cl)c2ccccc21","1"
"CCc1nc(N[C@@H](CC(C)C)C(=O)[O-])c2oc3ccccc3c2n1","1"
"O=C(CCl)N(c1ccc(Cl)cc1)c1c[nH]c2ccccc12","1"
"Oc1c(Cl)cc(Cl)cc1/C=N/c1nccs1","1"
"CN(C)c1ccc(N2C[NH+]=C3SCC(=O)N3C2)cc1","1"
"Cc1ccc(-c2csc3ncnc(N4CCN(C(=O)c5ccccc5)CC4)c23)cc1","1"
"CCOc1ccccc1-n1nnnc1SCC(=O)NC(=O)Nc1ccc2c(c1)OCCO2","1"
"O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc2c(s1)CCC2","1"
"CCOc1ccc(Nc2nc3cc(S(=O)(=O)N(CC)CC)ccc3o2)cc1","1"
"CCCN(CCC)C1=[NH+]/C(=C\c2ccco2)C(=O)N1c1ccccc1","1"
"CN(C)S(=O)(=O)c1cccc(C(=O)OCC(=O)c2ccc3c(c2)NC(=O)CO3)c1","1"
"CCN1C(=O)/C(=C/c2c(C)nn(C)c2C)SC1=S","1"
"Cc1ccc(C(=O)NNC(=S)NC(=O)COc2ccccc2)cc1","1"
"NNC(=O)c1cccc(COc2ccccc2Br)c1","1"
"CCCN1C(=O)/C(=C/c2cc(C)n(C)c2C)SC1=[NH+]c1ccc(OCC)cc1","1"
"Cc1ccc(C(=O)OCC(=O)Nc2ccc(N(C)C)cc2)cc1NC(=O)c1ccco1","1"
"CC1=C2[C@H](/C=C(\C)C(=O)[O-])CC[C@@H](C)[C@H]2CC1","1"
"Cn1cc(-c2nnnn2-c2ccccc2)c(=O)c2ccccc21","1"
"O=C(N/N=C/C1C(c2ccccc2)C1(Cl)Cl)c1cccc(Br)c1","1"
"N#C/C(=C/c1ccc(N2CCOCC2)o1)c1ccc(Cl)cc1","1"
"Cn1c(N/N=C/c2c[nH]c3ccccc23)nc2ccccc21","1"
"Cc1sc(NC(=O)CCl)c(C(=O)c2ccccc2)c1C","1"
"CNc1nc2nc(O)c3c(c2s1)OC([NH3+])=C(C#N)C3c1cccc(F)c1","1"
"O=[N+]([O-])c1ccc(N2CCCC2)cc1N1CCCC1","1"
"C(=N/Nc1nc2ccccc2[nH]1)\c1cccs1","1"
"CCn1c(/C=C2/C(=O)N(C)c3ccccc32)nc2ccccc2c1=O","1"
"Cc1nc(-c2ccccc2)sc1-c1nnc([S-])n1C","1"
"CN(C)S(=O)(=O)Oc1cccc(C(=O)Nc2ccc(Cl)cc2)c1","1"
"O=C(NCc1cccnc1)/C(=C/c1ccc(-c2cccc(Cl)c2)o1)S(=O)(=O)c1ccccc1","1"
"CCCOC(=S)/N=C(/NS(=O)(=O)c1ccccc1)c1ccccc1","1"
"C=CCCCCCCCCC(=O)NN","1"
"Cc1c(Cl)c([N+](=O)[O-])nn1CCCC(=O)Nc1sc2c(c1C#N)CCC2","1"
"O=C(NNC(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O)c1cccnc1","1"
"CCOc1ccc(/C=C/[N+](=O)[O-])c2ccccc12","1"
"O=C1c2ccccc2C(=O)N1CCCCN(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1","1"
"CCN(CC)c1ccc(/C=N/Nc2ccccc2)c(O)c1","1"
"COC(=O)CN1C(=O)S/C(=C/c2ccc(N3CCCCC3)o2)C1=O","1"
"C=CCc1ccc(OCCOCCOc2ccc(C)cc2[N+](=O)[O-])c(OC)c1","1"
"CN(C)c1ccc(C=C2C(=O)OC(C)(C(C)(C)C)OC2=O)cc1","1"
"O=C1/C(=C\c2ccco2)SC(=S)N1c1ccccc1","1"
"N#CC1(c2ccc(NC(=O)c3ccccc3F)cc2)CCCC1","1"
"CCOc1ccc(NC(=O)/C(=C\c2ccc(OC(C)=O)c(OC)c2)NC(C)=O)cc1","1"
"CC(=O)OCCSc1c(O)nc2ccc(Cl)cc2c1-c1ccccc1","1"
"Cc1ccc(S(=O)(=O)/N=C/c2ccc(N(C)C)cc2)cc1","1"
"Cc1ccc(C(=O)/C=C/C(=O)[O-])cc1","1"
"COc1cc(/C=C2/NC(=O)N(Cc3ccccc3F)C2=O)ccc1Oc1ccc([N+](=O)[O-])cn1","1"
"COc1cc(/C=C2/SC(=S)N(CC3CCCO3)C2=O)ccc1O","1"
"O=C1c2ccccc2C(=O)N1CCCCN(C(=O)c1cc2ccccc2oc1=O)c1ccc(Cl)cc1","1"
"COc1ccc(C(=S)N2CCOCC2)cc1OS(=O)(=O)c1ccccc1[N+](=O)[O-]","1"
"NC(=[NH+]OC(=O)CC1CCCCC1)c1cccc([N+](=O)[O-])c1","1"
"Cc1ccc([N+](=O)[O-])c(OCC[NH+]2CCCCCC2)c1","1"
"Cc1cccc(-n2c(C)cc(/C=N/NC(N)=S)c2C)c1","1"
"O=C(CCc1ccc(Oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1)N1CCCCCC1","1"
"O=C(N/N=C/c1cccs1)c1cccc(NC(=O)c2ccccc2Cl)c1","1"
"CC(C)N1C(=O)S/C(=C/c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O","1"
"CCn1c2ccc(F)cc2c2nnc(NN)nc21","1"
"CCCSC1=[NH+]/C(=C/c2ccsc2)C(=O)N1c1ccccc1","1"
"COc1ccc(CC(=O)Nc2ccc3c(C(F)(F)F)cc(=O)oc3c2)cc1OC","1"
"Cc1ccc(N2C(=O)C3C4C=CC(CNC(=S)Nc5cccc(Cl)c5)(O4)C3C2=O)cc1","1"
"Cc1ccc(N(CC(=O)NN=C2CC[NH+](C)CC2)S(=O)(=O)c2ccccc2)c(C)c1","1"
"Nc1nc(NCc2ccco2)nc(N2CCCCCC2)c1[N+](=O)[O-]","1"
"COc1ccccc1/C=N/NC(=O)c1ccc(Cn2nc([N+](=O)[O-])cc2C)cc1","1"
"C=CCN1C(=O)/C(=C/c2ccc(O)c(OC)c2)SC1=[NH+]c1nccs1","1"
"CC(C)c1ccc(/C=N/NC(=O)C(=O)NCCC[NH+]2CCOCC2)cc1","1"
"CC(C)c1ccc(N2C(=O)NC(=O)/C(=C/c3cnc(-c4ccccc4)nc3)C2=O)cc1","1"
"CC(C)CCn1cnc2c(sc3nc4c(cc32)CSC(C)(C)C4)c1=O","1"
"CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(N2CCc3ccccc3C2)s1","1"
"CCOC(=O)c1c(NC(=O)CS(=O)(=O)c2cn(CC)c3ccccc23)sc2c1CCCCC2","1"
"O=C([C-](Cl)Cl)N1CC[NH+](Cc2ccccc2)CC1","1"
"NNC(=O)c1ccc(COc2ccccc2)cc1","1"
"O=C(COC(=O)c1cc([N+](=O)[O-])ccc1NCCO)c1ccccc1","1"
"Cc1ccc(-n2c(C)cc(C=C3C(=O)CC(C)(C)CC3=O)c2C)cc1","1"
"O=[N+]([O-])c1ccc2[nH]c(O)c(N=NC(=S)NCC3CCCO3)c2c1","1"
"Cc1ccc(C2=NN(C(=O)CCl)C(c3cccs3)C2)o1","1"
"Cc1ccc(S(=O)(=O)NCCCCCC(=O)Nc2ccccc2)cc1","1"
"CCN(CC)S(=O)(=O)c1ccc(N2CCCC2)c(NS(=O)(=O)c2ccc(F)cc2)c1","1"
"Cc1sc2nc(CC(N)=O)nc(O)c2c1-c1ccccc1","1"
"Cc1cc(C)nc(SCc2ccc(C(=O)NN=C3C4CC5CC(C4)CC3C5)cc2)n1","1"
"O=C1C2C3C=CC(C4CC34)C2C(=O)N1/N=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1","1"
"CC(C)[C@H](NS(=O)(=O)c1cccc(Cl)c1)C(=O)OCC(=O)N1CCN(c2ccccc2)CC1","1"
"Nc1c(C(=O)NC2CC2)sc2nc3c(c(-c4ccco4)c12)CC/C3=C/c1ccco1","1"
"CCOC(=O)c1sc(N2N=C(C)/C(=C\c3ccc(OCC(=O)OC)cc3)C2=O)nc1C","1"
"CCOC(=O)c1c(-c2ccccc2)csc1/N=C/[C-]1C(=O)CCCC1=O","1"
"O=C(COC(=O)/C=C/C(=O)OCC(=O)NC12CC3CC(CC(C3)C1)C2)NC12CC3CC(CC(C3)C1)C2","1"
"CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(CCC(=O)Nc1ccc3c(c1)OCO3)n2C","1"
"CCOc1ccccc1-n1c(SCC(=O)N2CCCc3ccccc32)nnc1-c1cccnc1","1"
"CCOc1cc(/C=C2\CCCC(C(=O)C(F)(F)F)=C2O)ccc1O","1"
"Cc1noc(-c2ccccc2)c1C1(O)CCCCCCC1","1"
"CCN1C(=O)N/C(=C/c2ccc(C)o2)C1=O","1"
"COc1ccc(NC(=S)Nc2ccc(OC)cc2OC)c(OC)c1","1"
"Cc1nc(N2CCOCC2)nc(N2CCCCC2)c1[N+](=O)[O-]","1"
"COc1cccc(NC(=O)C2C3CCC4C(CCC32)C4(Cl)Cl)c1","1"
"COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)c1ccccc1)c1ccccc1","1"
"COc1ccc2c(c1)C1=C(CC2)C(c2ccc(C)cc2)NC(S)=[NH+]1","1"
"COc1ccc(CCN2C(=S)N(C)C(=O)C2CC(=O)Nc2ccc(OC)cc2)cc1","1"
"O=c1[nH]sc2cc(F)ccc12","1"
"CCc1c(C)sc(NC(=O)c2cc(C(C)C)on2)c1C#N","1"
"COc1cccc2cc(C(=O)NCCC3=CCCCC3)c(=O)oc12","1"
"C=CCNC(=O)c1ccc2c(=O)n(CCCN3CCCC3=O)c(=S)[nH]c2c1","1"
"Cc1sc(C([C-]2C(=O)CC(C)(C)CC2=O)[C-]2C(=O)CC(C)(C)CC2=O)cc1[N+](=O)[O-]","1"
"COc1ccc(C(=O)CSc2nc(C)cc(C)n2)cc1[N+](=O)[O-]","1"
"O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O","1"
"CC(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC12)n1cc(Br)cn1","1"
"COc1ccc(C(=O)CSc2n[nH]c(C)n2)cc1[N+](=O)[O-]","1"
"COc1ccc(S(=O)(=O)CCC(=O)Nc2cc(C)ccc2OC)cc1","1"
"CCOC(=O)c1ccc(NC(=O)CSc2nc(O)c3c(C)c(C(=O)[O-])sc3n2)cc1","1"
"Cc1ccc(C(=O)N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)cc1[N+](=O)[O-]","1"
"Nc1nc(CSC(=S)N2CCCCC2)nc(Nc2ccccc2)n1","1"
"Cc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)Nc3cc(C)nc(C)n3)cc2)cc1","1"
"CCOc1ccc(NC(=O)C2CC(=O)OC2c2ccccc2)cc1","1"
"Cc1ccc(C(=O)NCCCNc2ccccc2[N+](=O)[O-])cc1","1"
"COc1cc(NC(=S)Nc2ncccc2C)cc(OC)c1OC","1"
"COc1ccc(C2NC(S)=[NH+]C(C)=C2C(=O)Nc2ccccn2)cc1","1"
"COCCN1C(=O)/C(=C/c2cc3c(cc2Br)OCO3)NC1=S","1"
"Cn1c(=O)n(C)c2cc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)ccc21","1"
"COc1cc([N+](=O)[O-])cc(/C=N/N(CCC#N)C(C)=O)c1[O-]","1"
"N#C/C(=C/c1cn(CC(=O)[O-])c2ccccc12)C(=O)Nc1ccccc1","1"
"Cc1ccc(S(=O)(=O)Oc2ccc(/C=C(/NC(=O)c3ccccc3)C(=O)NCCCC(=O)[O-])cc2)cc1","1"
"O=C(NN=C1CCCC1)c1sc2ccccc2c1Cl","1"
"O=C(CC[NH+]1CCOCC1)c1ccc(Cl)cc1","1"
"Cc1cc(C)c2cc(C)c(SCC(=O)NCc3ccco3)nc2c1","1"
"CCOC(=O)c1c(NC(=O)C2CCCO2)sc(C)c1C","1"
"CN(CCO)c1cc(N(C)CCO)c([N+](=O)[O-])cc1[N+](=O)[O-]","1"
"O=C(CNC(=O)c1cccs1)NCC(=O)OCC(=O)c1ccc([N+](=O)[O-])cc1","1"
"CCN1C(=O)C(CC(=O)Nc2ccc(OC)cc2)N(CCc2ccccc2)C1=S","1"
"CCn1c(=O)cc(OCC(=O)Nc2ccc(OC)c(OC)c2)c2ccccc21","1"
"O=C(c1cc2nc(-c3ccc(F)cc3)cc(C(F)(F)F)n2n1)N1CCCCC1c1cccnc1","1"
"O=C(c1ccc(N2CCCCCC2)c([N+](=O)[O-])c1)N1CCC2(CC1)OCCO2","1"
"CC1CC(C)CN(C(=O)CSc2ccsc2[N+](=O)[O-])C1","1"
"Cc1ccccc1C(=O)Nc1cccc(C(=O)N/N=C/c2cc(Cl)cc([N+](=O)[O-])c2[O-])c1","1"
"CNc1cc(Cl)c2nonc2c1[N+](=O)[O-]","1"
"CCCNC(=O)c1nnsc1S(=O)(=O)c1ccc(Cl)cc1","1"
"COc1cc(C=C2C(=O)NC(=O)NC2=O)ccc1OCc1ccc([N+](=O)[O-])cc1","1"
"NNc1nc2cccnc2n(CCNc2ncc(C(F)(F)F)cc2Cl)c1=O","1"
"O=S(=O)(c1ccccc1)c1cnc(-c2ccccc2)nc1N1CCCCC1","1"
"CC(=O)c1cc(NC(=O)c2ccc(C)cc2)c(=O)oc1C","1"
"O=C(CCl)N(c1ccccc1)c1ccccc1","1"
"CN(Cc1ccccc1)c1ncc(C=O)s1","1"
"CN(C)c1nc(N(C)C)n(S(=O)(=O)c2cccc(C(F)(F)F)c2)n1","1"
"Cc1nn(C)c(Sc2ccccc2N)c1[N+](=O)[O-]","1"
"O=[N+]([O-])c1ccc(Nc2nc(NCCO)nc(N3CCCC3)n2)cc1","1"
"O=C([O-])c1cccc(-n2cccc2/C=C2/NC(=O)N(Cc3ccccc3F)C2=O)c1","1"
"CC(=O)Oc1cc2cccc(OC(C)=O)c(=O)c2c(OC(C)=O)c1OC(C)=O","1"
"Cc1ccc(C)c(C2=N[NH+]=C(NCc3ccccc3)SC2)c1","1"
"CSc1ccccc1NC(=O)C[NH+](C)CC(=O)NCc1ccccc1","1"
"Cc1cc(C(=O)CCl)c(C)n1CCc1ccc(Cl)cc1","1"
"COc1ccc(C)cc1NC(=O)C(OC(=O)C1CC1)c1ccccc1","1"
"Nn1cc(-c2ccccc2)[nH+]c1SCC(=O)NCCc1ccccc1","1"
"Cc1ccccc1-n1nnnc1SCC(=O)NCC1CCCO1","1"
"CCCn1c([S-])nc2ccc(C(F)(F)F)cc21","1"
"Cc1c(CCOC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)sc[n+]1CC(=O)c1ccc(Br)cc1","1"
"COc1ccc(C/C(C)=N/NC(=O)c2ccc(Cl)cc2)cc1","1"
"Cc1cc(C(=O)CN2C(=O)NC3(CCCC3)C2=O)c(C)n1Cc1ccco1","1"
"CCOc1ccc(N2C(=O)/C(=C\NNc3nc(C)cc(C)n3)c3ccccc3C2=O)cc1","1"
"COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CSc1n[nH]c(C(C)C)n1","1"
"C[C@H](NC(=O)c1[nH]cnc1C(=O)N[C@@H](C)c1ccccc1)C(=O)OC(C)(C)C","1"
"O=C(Nc1ccc2c(c1)OCO2)c1cc(-c2cccnc2)nc2ccccc12","1"
"COc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc43)c2)cn1","1"
"CC(c1ccccc1)[NH+]1CCN(C(=O)CCl)CC1","1"
"c1ccc(Nc2scc(-c3ccccc3)[n+]2Cc2ccco2)cc1","1"
"CCN(CC)S(=O)(=O)c1cccc(NC(=O)c2ccccc2Br)c1","1"
"O=S(=O)(c1cccc(F)c1)N1CCN(C(=S)NCc2ccccc2)CC1","1"
"COc1ccc(C(CNC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)[NH+]2CCCC2)cc1","1"
"COc1ccc(OCc2nnc(SCC(=O)N(C)Cc3ccccc3)n2N)cc1","1"
"CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NS(=O)(=O)c2ccc(NC(C)=O)cc2)c1","1"
"O=C(CNc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1)N1CCc2ccccc21","1"
"COc1ccccc1NS(=O)(=O)c1ccc([O-])c(C(=O)OCC(=O)N2c3ccccc3CC2C)c1","1"
"O=C1COc2ccc(C(=O)COC(=O)c3cnc(Cl)c(Cl)c3)cc2N1","1"
"Oc1nc2ccccc2c(O)c1O","1"
"CC1=C(C(=O)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)NC(S)=[NH+]1","1"
"O=C(CCl)Nc1cc2[nH]c(O)nc2cc1Br","1"
"CC1(C)C(=O)Nc2ccccc2N1C(=O)Cn1ncc(Cl)c(Cl)c1=O","1"
"COCCCN(C(=S)NC(=O)C(C)(C)C)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O","1"
"CCCN1C(=O)/C(=C/c2c(N3CCNC(=O)C3CC(=O)OC)nc3c(C)cccn3c2=O)SC1=S","1"
